id,gtin,upc
"1729599065935x918104337197039600","7610045013281",""
"1732635053390x131766358564929540","3838782745225",""
"1720693002535x125595247442657280","7610497621263",""
"1726667445430x199587560055635970","7630053553784",""
"1732635053390x131766358564929540","3838782745225",""
"1720693002535x125595247442657280","7610497621263",""
"1732635053390x131766358564929540","3838782745225",""
"1720693002535x125595247442657280","7610497621263",""
"1729597534044x594051924888125400","7610045010440",""
"1729597534044x594051924888125400","7610045010440",""
"1733143394701x455765588408533000","51240",""
"1731099927733x162148885436825600","17754",""
"1729001126254x497561708167430140","7640184596239",""
"1729598073063x836791020144820200","7640184591272",""
"1727872058000x711142046059462700","7640184596260",""
"1724664732702x204645043763937280","7640184596581",""
"1724664732702x204645043763937280","7640184596581",""
"1727872058000x711142046059462700","7640184596260",""
"1727872058000x711142046059462700","7640184596260",""
"1724664732702x204645043763937280","7640184596581",""
"1733143394701x455765588408533000","51240",""
"1729599065935x918104337197039600","7610045013281",""
"1729599065935x918104337197039600","7610045013281",""
"1724663793461x372112339848658940","7640184596567",""
"1724663793461x372112339848658940","7640184596567",""
"1724663793461x372112339848658940","7640184596567",""
"1731664423663x359116750765162500","3838782658761",""
"1731664423663x359116750765162500","3838782658761",""
"1731664423663x359116750765162500","3838782658761",""
"1711017880611x233921969474502660","2524523562",""
"1732635053390x131766358564929540","3838782745225",""
"1732635053390x131766358564929540","3838782745225",""
"1736844206028x253776975532392450","4067983093241",""
"1724839427446x699005315199795200","7610045010488",""
"1720693002535x125595247442657280","7610497621263",""
"1720693002535x125595247442657280","7610497621263",""
"1720693002535x125595247442657280","7610497621263",""
"1736844206028x253776975532392450","4067983093241",""
"1720693002535x125595247442657280","7610497621263",""
"1729599065935x918104337197039600","7610045013281",""
"1739372069368x419226515435824100","5702017600307",""
"1729599065935x918104337197039600","7610045013281",""
"1733143394701x455765588408533000","51240",""
"1731099927733x162148885436825600","17754",""
"1729599065935x918104337197039600","7610045013281",""
"1729597534044x594051924888125400","7610045010440",""
"1739377899138x418337723537195200","4006333036606",""
"1729597534044x594051924888125400","7610045010440",""
"1739372069364x242212795437569000","5702017566733",""
"1739292029432x272694693977915400","3838782543340",""
"1739292029432x272694693977915400","3838782543340",""
"1739372069365x388868818884768000","5702017584942",""
"1715863863377x816551560848343000","16971",""
"1729597534044x594051924888125400","7610045010440",""
"1739292029432x272694693977915400","3838782543340",""
"1739449654946x284158730841357340","5010996113641",""
"1739449654944x775154245072207700","5010993686179",""
"1739449654790x880548566961464300","35051594130",""
"1739377899137x563411643650348500","4006333057472",""
"1739372069369x944283636483982300","5702017814483",""
"1739377898932x522592034775079900","31445003028",""
"1739449654961x928327954361132300","887961142324",""
"1739449654789x937094444398872200","35051533283",""
"1739449654789x302148475315349600","35051427742",""
"1739449654780x510361653061733440","4001167834435",""
"1739449654782x956075305727881400","000000000000",""
"1739292320501x531588078126759940","4011689586958",""
"1739291851913x134241485121912830","8056420223262",""
"1739292320501x531588078126759940","4011689586958",""
"1739292320501x531588078126759940","4011689586958",""
"1739291851913x134241485121912830","8056420223262",""
"1739372069367x910363255527564900","5702017822259",""
"1739291851913x134241485121912830","8056420223262",""
"1739372069365x388868818884768000","5702017584942",""
"1739449654944x102320689706596460","5010996163844",""
"1739377829614x619992881407840800","4006874015351",""
"1739372069364x633993940812510000","5702017822389",""
"1739449654944x775154245072207700","5010993686179",""
"1739449654947x427672672776150400","630509556243",""
"1739449654944x142496385492027800","630509720378",""
"1739449654944x102320689706596460","5010996163844",""
"1739377899117x963383187026009900","722674840187",""
"1739449654790x209123400519853020","35051534167",""
"1739372069367x910363255527564900","5702017822259",""
"1739449654780x932042076427419500","0",""
"1739377899113x949855272150518000","3391891983471",""
"1739377898915x563991031565244100","4010168264752",""
"1739372069367x487240286827034700","5702017817767",""
"1739449654945x589206430113320400","195166208800",""
"1739449654947x435205328607180400","5010996187352",""
"1731664423663x359116750765162500","3838782658761",""
"1739372069364x121551473949370830","5702017822402",""
"1731664423663x359116750765162500","3838782658761",""
"1724663793461x372112339848658940","7640184596567",""
"1739449654946x174842764550711120","5010994964528",""
"1724663793461x372112339848658940","7640184596567",""
"1739449654947x396146379770007360","630509329113",""
"1739372069364x996685292716907800","5702017822372",""
"1739372069369x944283636483982300","5702017814483",""
"1739449654945x910586280604383900","5010993666737",""
"1739377899137x837750339707506800","4006333071478",""
"1739449654945x643582847024476900","5010996231895",""
"1739449654786x567875722705516200","35051531111",""
"1736844206028x253776975532392450","4067983093241",""
"1731099543853x771708386170372100","4250231739323",""
"1739449654783x317356720678715140","0",""
"1739377829619x926815047344636800","4006874015771",""
"1739449654780x835772089936109600","0",""
"1741014693088x911199586270861700","885170321700",""
"1741014693446x905092725611990000","086279077905",""
"1731664423663x359116750765162500","3838782658761",""
"1741014693463x645357221444385300","819813016197",""
"1741014693110x983577701621286300","622356561440",""
"1741014693091x452843851558445440","885170271364",""
"1741014693091x435915746722794800","885170334045",""
"1740664927239x298166625115554100","195166287768",""
"1740664926898x809899486679467800","630509534081",""
"1724663793461x372112339848658940","7640184596567",""
"1740403133837x120214351338274820","7640184596079",""
"1740404224281x350005011729612800","7640184596130",""
"1740664926901x483343701942757100","653569825586",""
"1740404224281x350005011729612800","7640184596130",""
"1740403465791x826149284806918100","7640184596161",""
"1740403465791x826149284806918100","7640184596161",""
"1740403300931x161058044437594100","7640184596109",""
"1740403465791x826149284806918100","7640184596161",""
"1740403133837x120214351338274820","7640184596079",""
"1740404224281x350005011729612800","7640184596130",""
"1740403300931x161058044437594100","7640184596109",""
"1740402621010x403921631514984450","7640184596192",""
"1740403133837x120214351338274820","7640184596079",""
"1738939997821x178161939481100300","7640439762754",""
"1740402621010x403921631514984450","7640184596192",""
"1740403133837x120214351338274820","7640184596079",""
"1738939997821x178161939481100300","7640439762754",""
"1738939997821x178161939481100300","7640439762754",""
"1740402621010x403921631514984450","7640184596192",""
"1738940577610x602347264802816000","7640439766264",""
"1738938826085x996508256283656200","7640439762426",""
"1738940577610x602347264802816000","7640439766264",""
"1738938826085x996508256283656200","7640439762426",""
"1738938826085x996508256283656200","7640439762426",""
"1738940577610x602347264802816000","7640439766264",""
"1739449654945x643582847024476900","5010996231895",""
"1739449654948x144934791620658700","304015453057",""
"1739449654945x147744994654324120","73000003906",""
"1739377829614x304076946653158500","4006874015382",""
"1740573095974x523414184921923600","67080023",""
"1739449654787x334154882884424500","35051557685",""
"1740572694682x496712692217413600","67180039",""
"1740572869030x943147010302672900","5612525",""
"1715872289848x566290295961681900","7611453212402",""
"1715872289848x566290295961681900","7611453212402",""
"1740572118465x525627805948968960","66360039",""
"1740567356371x793342869367685100","65000032",""
"1740403133837x120214351338274820","7640184596079",""
"1715872289848x566290295961681900","7611453212402",""
"1740573447112x143245113147785220","67040037",""
"1740664927259x820560617263856300","889698326858",""
"1740664928094x483761472091235400","889698760386",""
"1740573708018x986262630887063600","51400142",""
"1739449654945x147744994654324120","73000003906",""
"1740663918141x719759103793947600","4059433713250",""
"1740664928095x677723639785274900","889698826495",""
"1739377899116x923039962806203400","4573173322584",""
"1740664927259x812448319319346800","849803058937",""
"1740646194473x361755334529515500","61100281",""
"1739377829616x196251173649240060","4006874015450",""
"1740567347542x402246120508227600","10530051",""
"1740566755756x948572460391858200","10540079",""
"1740566760932x522783966099669000","55210012",""
"1740644774005x771965568936837100","61100285",""
"1740566447450x581100142736703500","41630145",""
"1739449654945x147744994654324120","73000003906",""
"1739377829614x304076946653158500","4006874015382",""
